"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53"
"11",523.712963203828,469.649930554835,587.525596968743,323.382223570033,-72.7928548800385,311.363037585384,-348.561687744679,-20.5713741980125,-153.924765488914,381.922150474233,-204.440672401503,109.154282361286,133.726180230962,-100.318884029108,262.268830092573,36.0313363937093,-97.955501423137,160.863292168202,-252.251073430498,-39.085914825276,51.2793542623591,-210.64459023952,88.5274008497849,-55.3975981337175,324.782013198839,-136.195275483251,-111.335819141394,-41.4361620974708,153.88162097715,-167.823281050981,372.6418241484,109.429616679118,-131.937749621607,55.5946681591934,-294.983426966013,165.350395254423,-325.23760740102,189.479227037385,119.092871216604,-25.3611935798488,-178.198906108071,166.132662504775,188.897586785558,-3.09141145439338,-78.1252172432294,-141.871109655353,36.5608470660938,47.7501699430368,123.240505403009,197.844470320239,-80.4353360348648,121.632747623683,13.7670638198535
"12",527.359424330309,469.679834392448,580.968860956297,319.648878378838,-69.356640521782,313.174243140724,-350.329014915255,-15.3419572102089,-155.015843186095,384.072777045398,-201.821021422032,108.318206115229,131.747733726792,-95.6350882814608,264.013928939115,33.5292332786314,-92.5864485044984,161.541928049944,-250.123081164148,-35.6150670696213,51.3927868064643,-210.800440057972,90.3766506719332,-56.481106626541,322.898418100024,-135.909089626943,-109.822971165876,-36.8506268759294,153.071878331172,-174.173972994802,365.868783294973,105.614545040744,-132.652558657447,52.0449476720205,-294.855948909276,171.248474961716,-325.488144526867,188.800689841689,120.566973428546,-24.2176565987174,-177.796342379286,167.784128146934,184.130731628726,-1.89857473193002,-71.8606544725862,-143.123431730404,37.9882118799603,48.0415382090862,125.803376948703,198.779395112442,-80.3183206654332,122.038882235265,12.5489260884349
"13",525.662172731865,471.9104933824,581.971972465428,320.641430378911,-81.0614102251617,308.551685280258,-356.231836203506,-17.2235544351358,-156.64302836274,391.170712677033,-207.856205843444,108.409875622594,130.532506644127,-95.9833097135529,265.711210236636,34.0416018241568,-90.656552139637,165.271306347351,-253.54912433736,-38.5451823703172,49.890037695556,-214.183861291301,95.0390358218605,-53.2773781839035,328.031954785932,-137.942326347627,-108.836621845986,-37.2032422559908,155.857496527399,-173.502940655949,372.617550085946,107.850459401667,-138.9785557283,51.7250077975996,-297.157083131895,173.812973465546,-322.531910587119,196.204616685164,121.475089524027,-24.6346103847277,-178.217009507706,169.835513634407,181.802857958291,-5.11017244082883,-82.2326132961572,-133.319780631764,33.8485543385387,45.9654772135166,120.730667837468,198.144593017745,-77.5101061339581,118.321806982372,13.6723712555726
"14",524.213980110341,469.5763727566,578.387800185732,318.399248651525,-72.4274141258994,307.762242800312,-349.405065989942,-17.4735777127377,-156.32624668454,382.402798592859,-202.82706112881,113.554869300579,135.338800766154,-98.2462215725644,262.011548454576,33.8779352141728,-95.0601932408668,161.7637598828,-252.52656591922,-37.4209881144887,51.5192160111546,-211.598372985526,91.8694888903657,-55.3700503854544,324.86022079127,-138.56276300379,-109.421592985121,-38.0139036649651,157.283583001856,-169.855320605882,371.416284858524,108.817490313348,-136.905820087086,53.7593317292276,-293.957815983449,170.220703433142,-326.793868158237,190.845227169575,118.21369308199,-23.1762722581005,-178.559971318759,168.581620151956,182.705994352491,-3.04121965630106,-74.3781524135289,-138.472350195837,36.6511601325661,42.9665961756714,120.492993633516,199.031571518447,-79.4312258813966,120.475410904266,13.7474447858512
"15",527.230740627192,472.210765442843,587.071237893478,322.702589101928,-73.3371022444479,314.065973737146,-351.986502938046,-13.9305556468034,-153.430271986963,386.123675696594,-206.928352167795,104.108325290219,127.232979976226,-94.2552561240928,266.084790298007,32.3642761788469,-88.9330778881584,163.316170615319,-252.320877125262,-35.2680877894868,53.7169222990744,-212.596661770121,90.1436425435309,-53.303983953359,321.356640161174,-132.671821862915,-111.309249143869,-39.156492341147,151.747121183966,-165.489635605442,363.346131037116,108.004708620255,-133.721445136127,52.6650144518921,-296.130278176297,173.525320019413,-320.979578096147,194.832866360789,117.751281889006,-28.4446539599838,-178.793210106045,170.181708080984,192.814799562708,-3.80665516535567,-75.66424166761,-143.782016696162,36.7592174723719,46.3673918218493,123.930783890251,193.209436515728,-78.8761665915545,120.661123371808,14.1061648305412
"16",527.055919619247,468.623227702633,584.341491305016,321.16468700762,-66.7503429895436,310.704515046629,-350.296193088509,-16.131626561282,-154.565587269992,382.554275669968,-204.579013670097,107.130477425323,129.971312515493,-91.4695823870254,262.676515631654,32.1192002214006,-89.7619864537681,163.929140314145,-250.00778349296,-35.8469531002122,56.1376010790641,-213.243788140219,94.3194718868572,-56.4154328335076,324.1002580316,-134.994208961964,-111.541488186115,-36.8031874382549,153.635537820023,-177.001423267653,374.033134812813,106.350156620867,-134.180798202773,54.5664677777819,-294.042098480631,169.705663636636,-329.421211290138,188.691674879573,123.323310092709,-23.5262943740523,-178.740382993843,171.226625247758,186.897724670764,-2.21709535918965,-78.93250284619,-143.68495127778,36.22836395251,44.6342423458666,122.442106245934,198.387469675455,-80.4565256094275,121.957166362072,13.498668335279
"17",526.801712006123,470.420686702152,585.223904044429,321.800249260136,-68.0156687536011,314.122037987238,-351.101151170157,-18.5101643386624,-156.245616999107,382.767614642624,-205.346035351584,108.353327519778,131.560667741577,-95.5056352622019,263.79369054263,33.6031225038596,-93.426969913013,161.018175272172,-250.527540566621,-37.7340122684878,54.3573120448703,-211.955740374907,91.1287492114386,-56.2233867272643,325.303396512339,-136.45716371411,-112.292614920263,-40.633753645727,154.049891445639,-170.625959299668,372.366865542721,106.976483925673,-131.133811824256,55.4720473522266,-296.716872033359,169.653786113794,-331.821407964903,190.887584114593,117.145274984058,-25.156912736554,-178.362840082315,169.398137131719,188.558192880503,-2.25650556426236,-77.8566738371166,-145.261317074871,36.7174128571177,48.4447857800081,124.800982294517,199.479350593351,-80.9396922620283,122.489493996704,12.9253941075141
"18",523.078491666855,468.000295790276,582.494947789642,320.752262483119,-71.1956328726292,309.639310232053,-352.684301281202,-18.9968047743417,-158.25664993795,385.487810623731,-201.368845696624,109.75450656162,132.747002419019,-98.8915170740091,263.241755087841,35.8149747720146,-96.5018430421378,161.725033509574,-251.614116931542,-38.6034917582153,54.019023945148,-209.960015610497,90.843537746101,-57.1993612004278,326.528422315862,-137.914738196427,-109.554049701687,-37.886475257296,152.631589361793,-171.282969852032,373.950114824591,107.507548173775,-132.127788506858,55.8666506305827,-293.891874723695,164.613398057015,-326.170369758961,189.764162076705,118.792526774083,-22.0541683610589,-179.060264360538,168.705414014694,181.642831890478,-3.66908146193641,-79.6246816404783,-140.647267635954,35.9838001689407,46.9258702393629,122.347459508006,201.240329720532,-80.8356840234419,122.028392758052,12.9286415782016
"19",526.146611470643,472.598984337739,588.76957286296,323.806755362894,-68.1848660953746,314.804290152882,-354.024211942192,-11.3804334015741,-158.89908834011,386.944450822673,-202.240612573491,105.132910784949,130.508429923316,-94.3485468046264,267.831806132613,35.0167223073504,-89.9912282472934,163.702396674992,-249.713314075539,-36.2828094257283,56.2086700931557,-209.232021051517,89.1211230415434,-57.288329373529,320.601969791347,-131.038293884303,-109.629938736697,-33.5891482069127,151.758421899396,-174.176408171456,364.314557523221,104.465065458967,-130.336905907136,52.9623282344804,-297.385010102349,167.369781121853,-326.210032852726,189.521930648818,116.908018280084,-26.6498074103034,-177.209143818247,170.086700356116,191.586108110536,-2.37672451042611,-73.1231528956373,-144.382093645271,35.7457755433444,47.7206543225264,124.827557046131,198.089158868106,-79.3760028252212,120.166098904583,11.453431208351
"20",523.704168776365,467.687092296726,582.920955718602,320.739311233933,-70.0036051899489,314.936019578001,-348.467433044735,-18.5355074816736,-154.51690362699,381.164428353781,-201.801434219283,103.404686456983,130.862876225159,-94.6238911139465,262.357515640298,34.5868086944147,-94.6504572953178,160.364676456622,-249.259520630998,-36.9972622710626,55.8234731112745,-208.900030580006,91.8268295408008,-57.5193229804193,322.896401980257,-134.082242875425,-111.75937711442,-37.0217977848571,151.751797987979,-173.678172688959,371.654651991074,106.937620695106,-129.618722257529,54.4024546132593,-294.870000010488,163.747923154305,-318.459771256794,189.00247229377,122.430960246195,-23.9711254282413,-177.116217198797,168.306840989725,183.495779413857,-4.22320063795622,-75.6871878115816,-142.762325146799,37.8892447397595,47.1083160126904,125.052714707971,197.992819499575,-78.7060015871015,119.691671497157,12.2364094696944
"21",526.338771748188,472.210602725391,589.146634592571,324.298434469196,-75.4489045082236,315.466777925049,-354.167698861639,-13.6035595350748,-157.751471970269,388.022678460031,-208.108029836576,104.027434580981,130.124598940568,-96.6541727866686,267.056152122988,33.990193429529,-94.1928977287593,162.618266845035,-252.430120517823,-38.5969988978837,53.9461128170375,-211.744981636077,89.9455313022092,-54.9931757721264,321.87324721177,-135.622821275249,-110.580978432669,-41.196170012255,153.936454083358,-164.778002959544,366.386497374518,105.439510695805,-127.717214399574,53.6928654833487,-294.479095865406,168.637693782673,-326.320721801549,188.381791687539,117.55803560235,-27.2531524564879,-175.873959939907,170.433670526666,190.187741717168,-1.32354647583874,-77.833040231398,-144.558873476915,34.2471604959015,46.0664085652154,121.55837459641,198.639867290501,-80.4886067163918,121.247842872811,10.6307178534342
"22",526.997406297767,471.96973064464,580.841073810888,319.407206110618,-73.8605259420626,310.450811245834,-351.284290394695,-18.0637503172227,-156.59109521945,382.537170013373,-207.817434862045,104.525825180046,131.270806969832,-91.8523853868913,265.356611593102,32.1752799048958,-91.1599669211373,163.582705219993,-249.881540766422,-38.340165681132,54.2869953825835,-211.513369703202,94.7618212705516,-56.0238400323885,321.414273219783,-131.855947081598,-110.759461855249,-37.9210690748838,153.839098948394,-171.279104170088,368.105963003479,107.424942344683,-131.562868918967,54.2069593143491,-298.77855099068,169.327300616864,-324.592082018904,190.67420998719,119.844563409072,-26.0316032324668,-176.671815646671,171.755838067335,188.213613741236,-2.76706576289436,-77.0350839441156,-145.151302875308,36.1630041245622,43.2162177250956,121.954021401494,196.44214330012,-78.1002755221484,118.796990299593,11.2419989004678
"23",526.338793887035,470.734430067221,581.687694555916,320.047786976139,-70.7938433000205,311.677924077763,-353.323178388118,-21.091655703307,-158.128161690574,384.326158028362,-207.280378754006,106.819051628299,134.644938646769,-95.9865708806159,265.834892791724,36.4052732745168,-96.1066335387263,160.778436309005,-249.362267589561,-41.1537520688,53.1534769240114,-209.35833913966,92.9220376127388,-57.3700530623108,323.005698988178,-133.234041214711,-111.178847232852,-38.995629844862,155.227299488506,-172.088617524911,368.843382147437,108.107877452021,-130.346256165422,54.4799995966307,-300.439032442079,168.818269357007,-321.260186199604,194.428830764949,119.696024928716,-26.1075972293887,-178.708293646778,170.540326242718,186.495873138915,-4.19867519451455,-80.3496567482926,-145.804578289998,37.4961377812433,49.003305640838,126.581404993002,197.694050577095,-77.8110500630398,118.972477572319,11.2288495980896
"24",526.475308433003,474.245026374327,585.010618050367,321.786118939237,-77.5266135753312,315.345461343335,-350.69304102166,-16.7650360836196,-153.713211890468,384.661438939208,-208.292948050804,101.646414868768,128.965691238475,-93.5729576864143,266.528915881282,34.7295784974219,-90.7489943844426,161.077986312598,-249.253989520034,-39.6056399950488,55.3785628096028,-210.750869963653,91.7830831519884,-53.8578748247147,319.184676168612,-130.004138806717,-109.755754770787,-40.1200402240391,151.498894604269,-164.799675082698,360.619401490747,107.519131466201,-130.216301391948,53.0661002328301,-299.864787865747,169.079934146246,-321.350153406201,192.536130448195,119.576053569372,-27.848264036195,-177.7931366934,171.625637374478,188.868281589034,-2.90008600203247,-79.2828253575064,-142.010399729973,34.2621835420266,46.6663416091217,122.534198272041,194.799920928854,-77.7176281030193,118.388065118668,11.537683130548
"25",528.382612902182,468.934869744189,583.493916521422,320.824338871828,-74.6534844546517,310.124702345696,-352.385934715263,-22.7236390215897,-154.145265260264,385.300566127476,-209.98154818701,105.908578893119,134.136067757507,-93.8792931159644,264.46456809907,36.1124873326137,-94.618514878267,162.571003289682,-250.358221500141,-41.072973966253,53.6408072026109,-213.361596599526,95.998380696935,-56.2389875204973,323.588418761185,-133.3159724971,-110.383340994279,-41.5131364081614,152.739161368916,-172.018574111869,370.209009983491,108.534670096241,-131.845522766282,54.7424673690635,-298.052590237469,169.138924700441,-320.238772300539,191.660069628957,118.192490845626,-24.0171592519607,-178.894053233753,168.224253928871,182.664251961458,-4.24493112681627,-76.4779601384783,-142.627387424901,37.2539448190058,50.0902649094433,126.038869796183,196.132890685477,-77.7285759723554,118.460067464401,11.395700023225
"26",525.67770449251,472.368187724931,576.86659231801,317.814307025244,-77.08030921829,312.643408267361,-351.887836045283,-18.0271082991805,-157.327427714094,384.443157685898,-203.73348641195,104.236217313201,131.190860333483,-92.6600989293034,265.306194031455,35.1619470720865,-92.0493202242858,161.655938282627,-247.807462336183,-39.135172126133,53.1435916853289,-207.769176069276,93.5306708605188,-57.3986587405083,323.132382054411,-133.640177553915,-110.305479067687,-36.3954505836065,153.120225846845,-175.613512593522,368.62951629358,106.328115980401,-131.14476060794,53.1576273674686,-300.534797470841,166.423943817046,-322.622483108901,191.74907524509,123.143719081433,-24.3857910035987,-178.166618179736,168.605714109257,182.611550502789,-4.31271177076938,-82.2057991342156,-141.648220220173,35.8787272184761,48.8406932738213,124.921177579853,200.177728065101,-78.4462190401927,119.189804266228,10.3623226280825
"27",525.405986451792,470.517459371326,587.030783539476,323.092401394692,-72.768219638716,314.641898623208,-352.897850377778,-20.234233686223,-156.009535817474,386.110847534057,-204.941498756087,107.384103881334,133.348354256378,-96.0330209673886,264.860089500664,38.5097349544572,-94.9427800313488,161.398689434587,-250.225674427535,-40.5374279645575,55.279920282703,-210.298798275652,92.2483438116028,-57.2861211711349,325.44828808012,-134.517123285013,-110.250207038731,-38.3201790224764,152.921670700774,-173.336044796432,371.914318775649,107.100816491191,-132.043062084142,54.1845824013321,-298.444267794125,167.137105136801,-321.357970317582,191.477630959192,115.598433222749,-25.4331468632547,-176.597879683817,166.240642512313,186.393256532566,-4.48589003497299,-76.9306237135382,-140.828379689668,35.97853796881,50.0059107629054,124.700952468065,198.413680357015,-80.7036694954742,122.563640922109,13.5412721093708
"28",529.161207039501,471.03588929683,580.167597722571,318.779584988084,-67.8695928694979,310.172682405262,-349.721167126129,-16.3789240050106,-155.020069145203,381.760329195006,-208.755666062825,108.913237182237,133.695613833316,-91.2421517452052,264.332850908833,31.9503570139147,-91.1186185921674,162.230529449545,-249.538389054859,-37.5604384127,55.4908403494863,-213.280921566023,93.3980347902175,-55.3807525352984,318.94350432635,-135.407334367893,-110.823948421732,-41.3402982384934,156.320372547469,-170.911046292414,364.817967298542,106.675634852189,-132.329633306833,53.1239084178285,-294.651750819946,178.147550929934,-332.417694965949,190.254734536351,118.94017540121,-26.0471645900363,-176.499976112315,170.85788866311,188.619344712112,-2.24078228526901,-77.5052331615767,-144.327524845899,36.9655171510959,45.2987108622562,123.598242602753,197.536565049026,-80.4717567053601,122.500809142295,12.7829840615889
"29",528.519289260588,474.913465334794,586.631168984311,322.704859313264,-79.0557878757498,321.352889230657,-352.828151914717,-11.1791755387027,-154.792149595178,386.779616929039,-208.117353183153,100.202957525582,125.993509543921,-90.6911236118005,267.034406999594,34.2737712040603,-87.568821312807,162.216074229395,-250.21698262268,-37.8470854520114,56.7636900843037,-211.431822667455,94.3615847243432,-54.9484560389095,323.799477144022,-133.164391398333,-112.847813389373,-36.6209794262726,155.512805787389,-169.847580761326,369.236546937079,106.797479231373,-134.014307280099,52.0897691655676,-300.468839537163,171.123977306246,-320.055769271114,195.289741933571,117.252250924006,-27.6035027087982,-179.975764524348,170.793105203969,191.333052774579,-5.6212229601858,-78.5752372338386,-142.849671292489,36.1450994695246,47.647545857904,124.76936245549,195.295624071457,-77.971242117995,119.206430225094,12.6910849098029
"30",524.703765650794,472.020197841994,584.733808467192,322.075789551473,-77.725066032128,313.049937455479,-352.774174136354,-16.3739339367473,-155.995551188681,387.233399450702,-209.22777404703,106.371671482402,132.776505872892,-94.4759382721929,265.176622133782,36.3425236342298,-92.7800117634346,162.283357803623,-250.121981867705,-41.2166027791006,53.7139384647019,-211.341300988569,92.8302207039412,-55.0961674661568,323.817053105061,-136.673602442978,-110.257132490286,-40.6123961885001,157.191915747451,-170.255738889483,371.12818325225,104.757896474598,-131.136274792167,52.9375951909358,-296.464600045964,165.187391396545,-326.973784802927,190.052771090439,117.194408483366,-26.0745925479684,-177.636007415108,167.870689606487,187.595791992532,-2.09896463419793,-79.9119334614521,-140.45293735222,33.1264045728785,46.3954189986374,120.125286285777,200.59702223356,-81.313679197944,122.20624815274,12.1936969292142
"31",527.728729956595,472.763898485233,582.844816657318,320.670438741347,-73.1213326537988,315.981965789854,-350.178384658832,-18.3020019397738,-153.57205406595,385.224801074945,-204.136395692111,102.859087725614,128.183399687913,-95.5458208754226,264.155561409672,35.2507439360846,-94.5855496695884,159.743810822715,-249.839177938799,-38.9035441616908,57.7398139234951,-209.667694470332,91.5406803936252,-56.4202917793181,324.316958951226,-138.109278208437,-111.60027862857,-40.679651164224,151.010999623139,-169.572897094262,371.104894476692,108.580582350954,-130.409045761761,54.5651338432981,-296.390573202099,165.420164936967,-323.331870406729,191.771759516324,122.618494575778,-24.2636158602114,-179.240926528242,169.095239051373,182.960057708373,-4.8939393629209,-78.2838406600464,-139.370079795178,38.1928435399904,50.5668387889011,127.436446938529,202.745179633666,-79.2559003689061,120.176790931448,11.3718293352036
"32",523.954690650099,470.183638115147,585.102137888377,322.149635632409,-75.2969254591546,309.600518260596,-350.239289699975,-21.7485710317136,-155.400588427881,382.383938019232,-205.937004541521,109.593824880828,135.683211754487,-93.0963704358231,262.738653578739,38.3321567847162,-94.3557474212432,163.217621031107,-249.105256514959,-40.9385283396243,56.725995783179,-210.263149766279,93.3006326795786,-56.3547905542768,323.224279203194,-133.817453898229,-110.007862150476,-39.1811683783689,155.113011844027,-174.085814719135,374.939212108607,110.197079719891,-134.568285691567,56.4577410791139,-297.516708838291,164.070955954782,-325.495105095221,192.843758606506,121.017749727596,-23.8933892530443,-181.026874516668,168.909931339779,184.911326943367,-2.19365363018616,-78.5278562152226,-138.737236896386,34.7046138524168,45.4352441676645,120.955614698858,199.084939527367,-78.5458620169204,118.630082916542,12.6756939777702
