"","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"11",1323084232,740353,"5/12/2011 11:23","no",12,1.57,8.06,-94.4,3,0,0,-0.02,-20,5,21,-3,603,-313,-129,21.2,-161,34,0.02,-0.02,-0.02,-289,109,-122,-369,340,509,13.07574259,-70.28271016,-85.07803122,37,0,-0.02,-0.02,-233,47,-271,-559,295,-74,26.9,-64,-151,36,0.02,0,-0.02,192,203,-216,-10,657,466,"A"
"12",1323084232,996313,"5/12/2011 11:23","yes",12,1.51,8.1,-94.4,3,0.02,0,-0.02,-20,4,22,-3,601,-318,-129,20.7,-161,34,-0.02,0,-0.02,-289,110,-125,-374,350,516,13,-70.7,-84.7,37,0,-0.02,0,-235,47,-271,-558,291,-71,27.1,-63.7,-151,36,0.03,-0.03,0,193,203,-213,-11,661,470,"A"
"13",1323084233,28311,"5/12/2011 11:23","no",13,1.53,8.11,-94.4,3,0.03,0,0,-19,4,21,-8,605,-319,-129,20.7,-161,34,-0.02,-0.02,0,-289,109,-123,-370,340,512,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,0,-234,47,-271,-555,290,-68,27.1,-63.7,-151,36,0.05,-0.03,0,191,202,-214,-14,667,470,"A"
"14",1323084233,56286,"5/12/2011 11:23","no",13,1.55,8.09,-94.4,3,0.02,0,0,-21,3,22,-10,601,-312,-129,20.7,-161,34,-0.02,-0.02,-0.02,-290,108,-123,-366,346,511,12.80059675,-70.31304585,-85.11886321,37,0,-0.02,-0.02,-233,46,-271,-563,294,-72,27,-63.7,-151,36,0.03,0,0,190,203,-216,-16,658,462,"A"
"15",1323084233,72305,"5/12/2011 11:23","no",13,1.54,8.11,-94.4,3,0.03,0,-0.02,-22,3,22,3,597,-320,-129,20.7,-161,34,-0.02,-0.02,0,-289,111,-126,-371,338,505,12.82749458,-70.49031927,-84.93557392,37,0,-0.02,0,-233,46,-270,-556,297,-68,27,-63.6,-151,36,0.03,0,0,192,204,-214,-14,657,467,"A"
"16",1323084233,136333,"5/12/2011 11:23","no",13,1.52,8.16,-94.4,3,0.03,0,-0.02,-20,4,23,-4,606,-320,-129,20.7,-161,34,-0.02,-0.02,0,-290,109,-125,-367,337,514,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,-0.02,-234,47,-271,-552,291,-60,26.8,-63.6,-151,36,0.02,-0.02,-0.03,195,205,-217,-12,657,469,"A"
"17",1323084233,144318,"5/12/2011 11:23","no",13,1.52,8.17,-94.4,3,0.03,0,-0.02,-21,4,21,2,593,-308,-129,20.7,-161,34,0,-0.02,0,-289,109,-125,-366,349,523,13.07948887,-70.67116245,-84.69053461,37,0,-0.02,-0.02,-234,47,-270,-562,298,-64,26.8,-63.6,-151,36,0.02,-0.02,-0.03,189,204,-217,-4,661,479,"A"
"18",1323084233,412295,"5/12/2011 11:23","no",13,1.42,8.12,-94.3,3,0,0,-0.02,-21,3,21,-3,603,-319,-130,20.3,-161,34,0.03,-0.02,-0.03,-289,111,-123,-368,340,515,13.07574259,-70.28271016,-85.07803122,37,0,-0.02,-0.02,-233,47,-271,-554,295,-61,26.5,-63.8,-150,36,-0.02,0.02,-0.03,191,207,-215,-9,654,471,"A"
"19",1323084233,468406,"5/12/2011 11:23","no",13,1.4,8.04,-94.3,3,0,0,-0.02,-21,4,21,-3,604,-316,-130,20.2,-161,34,0,-0.02,-0.02,-290,111,-125,-373,336,507,13.65402259,-70.39675962,-84.81058285,37,0,-0.02,0,-233,49,-270,-552,296,-69,26.4,-63.9,-150,36,-0.02,-0.02,-0.03,191,205,-215,-18,651,469,"A"
"20",1323084233,504293,"5/12/2011 11:23","no",13,1.4,8.04,-94.3,3,0.02,0,-0.02,-21,3,21,-2,601,-319,-130,20.2,-161,34,0.02,-0.02,0,-289,112,-122,-369,334,510,13.05217456,-70.49400371,-84.87393888,37,0,-0.02,0,-234,47,-271,-563,287,-68,26.4,-63.9,-150,36,0,-0.02,-0.02,194,203,-213,-11,658,472,"A"
"21",1323084233,512347,"5/12/2011 11:23","no",13,1.4,8.05,-94.3,3,0.03,0,-0.02,-20,5,21,-1,596,-313,-130,20.1,-162,34,0.02,-0.02,-0.02,-291,111,-123,-376,350,514,13.07574259,-70.28271016,-85.07803122,37,0,-0.02,0,-233,47,-271,-554,300,-71,26.4,-63.9,-150,36,0.02,-0.02,0.02,194,201,-214,-16,654,478,"A"
"22",1323084233,572298,"5/12/2011 11:23","no",13,1.39,8.05,-94.3,3,0,0,-0.03,-22,1,21,1,606,-310,-130,20,-162,34,0.02,-0.02,-0.02,-288,110,-124,-370,337,500,13.13073959,-70.63750507,-84.71064711,37,0,-0.02,0,-233,47,-269,-560,294,-64,26.4,-63.9,-150,36,0.03,-0.02,0,193,208,-216,-14,656,464,"A"
"23",1323084233,688317,"5/12/2011 11:23","no",13,1.33,7.76,-94.2,3,-0.02,0.02,0,-19,4,21,-3,601,-318,-130,19.7,-162,34,0,-0.03,-0.02,-289,111,-124,-370,332,506,13.13073959,-70.63750507,-84.71064711,37,0,-0.02,0,-233,47,-269,-558,290,-65,26,-63.9,-150,36,0.03,0,0,191,202,-214,-10,655,469,"A"
"24",1323084233,840318,"5/12/2011 11:23","no",13,1.3,7.68,-94.2,3,0,0,-0.02,-18,4,23,1,597,-316,-130,19.5,-162,34,0,-0.02,-0.02,-289,109,-125,-372,335,515,13.76151374,-70.32648299,-84.85114062,36,0,-0.02,0,-231,49,-268,-555,293,-74,25.4,-63.8,-149,36,0,-0.02,-0.05,193,206,-215,-10,656,461,"A"
"25",1323084233,937221,"5/12/2011 11:23","no",13,1.29,7.58,-94.1,3,0,0,-0.03,-20,3,21,-7,604,-311,-130,19.4,-162,34,0.02,-0.02,-0.02,-289,110,-127,-367,339,505,13.099337,-70.07065749,-85.28282245,37,0,-0.02,0,-232,47,-271,-554,295,-67,25,-63.8,-149,36,0.02,0,-0.03,191,204,-216,-11,656,473,"A"
"26",1323084234,399,"5/12/2011 11:23","no",14,1.26,7.54,-94.1,3,0,0,-0.03,-19,3,22,-2,605,-311,-130,19.4,-162,34,0.02,-0.02,-0.03,-287,108,-125,-371,342,508,13.71142288,-70.75201249,-84.4415855,37,0,-0.02,-0.02,-233,49,-268,-553,290,-66,24.9,-63.8,-149,36,0.02,-0.02,-0.05,192,204,-217,-12,653,475,"A"
"27",1323084234,248292,"5/12/2011 11:23","no",14,1.25,7.45,-94.1,3,0.02,0,-0.02,-19,1,23,2,597,-304,-131,19.1,-162,34,0.02,-0.02,-0.02,-290,110,-125,-369,334,513,13.40681541,-70.60607434,-84.66896285,37,-0.02,-0.02,-0.02,-233,48,-269,-551,304,-52,24.9,-63.8,-149,36,0,-0.02,-0.05,190,205,-214,-16,655,472,"A"
"28",1323084234,268317,"5/12/2011 11:23","no",14,1.23,7.43,-94.1,3,0,0,-0.02,-21,3,22,-4,598,-306,-131,19,-162,34,0.02,-0.02,0,-289,110,-124,-368,335,518,13.65784101,-70.78551893,-84.42283544,37,0,-0.02,0,-234,49,-269,-557,298,-63,24.9,-63.8,-149,36,-0.02,-0.03,-0.05,194,205,-215,-17,650,463,"A"
"29",1323084234,360305,"5/12/2011 11:23","no",14,1.25,7.41,-94.1,3,0,0,-0.02,-21,4,21,-2,600,-304,-131,19,-162,34,0,-0.03,0,-290,111,-123,-368,343,510,13.10320545,-70.45974712,-84.89472246,37,-0.02,0,0,-233,47,-270,-555,295,-77,24.9,-63.8,-149,36,0.02,-0.03,-0.02,192,202,-213,-13,655,477,"A"
"30",1323084234,360338,"5/12/2011 11:23","no",14,1.26,7.41,-94.1,3,0,0,-0.02,-20,3,21,-5,599,-314,-131,18.9,-162,34,0,-0.03,0,-290,111,-124,-375,334,525,13.15834491,-70.81598707,-84.52580163,37,0,-0.02,0,-233,47,-268,-558,296,-65,25,-63.8,-149,36,0.02,-0.03,0,191,201,-213,-16,663,467,"A"
"31",1323084234,468352,"5/12/2011 11:23","no",14,1.27,7.35,-94.1,3,0,0,-0.03,-20,4,21,-7,603,-312,-131,18.8,-162,34,0,-0.02,0,-289,111,-121,-369,341,514,13.40681541,-70.60607434,-84.66896285,37,0,-0.02,0,-233,48,-269,-554,297,-54,25,-63.7,-149,36,0.03,-0.02,0.02,187,206,-215,-13,655,471,"A"
"32",1323084234,512451,"5/12/2011 11:23","no",14,1.28,7.33,-94.1,3,0,0,-0.03,-19,3,21,-3,605,-319,-131,18.8,-162,34,0.02,-0.02,0,-288,109,-125,-368,339,510,13.38245941,-70.81758832,-84.46500278,37,0,-0.02,0,-234,48,-269,-564,288,-69,24.9,-63.7,-149,36,0.02,0,-0.02,190,208,-215,-22,654,475,"A"
"33",1323084234,632334,"5/12/2011 11:23","no",14,1.23,7.31,-94.1,3,0,0,-0.03,-21,5,20,-3,599,-302,-131,18.6,-162,34,0.02,-0.02,-0.02,-289,109,-125,-373,335,511,13.15834491,-70.81598707,-84.52580163,37,0,-0.03,0,-233,47,-268,-558,293,-63,24.8,-63.7,-149,36,0.02,-0.02,-0.02,193,201,-214,-16,657,471,"A"
"34",1323084234,704300,"5/12/2011 11:23","no",14,1.23,7.32,-94.1,3,0,0,-0.03,-17,2,21,-3,598,-317,-131,18.6,-162,34,0.02,-0.02,-0.03,-289,111,-124,-363,331,513,13.32663754,-70.46303572,-84.83261299,37,0,-0.03,0,-234,48,-271,-550,298,-64,24.8,-63.7,-149,36,0.02,0,0,193,203,-213,-17,652,472,"A"
"35",1323084234,740365,"5/12/2011 11:23","no",14,1.16,7.29,-94.1,3,0.02,0,-0.02,-20,4,21,1,601,-313,-131,18.5,-162,34,0,-0.03,-0.02,-289,109,-122,-371,335,526,13.38245941,-70.81758832,-84.46500278,37,0,-0.03,0,-234,48,-269,-553,293,-55,24.8,-63.6,-149,36,0.02,0,0.02,193,203,-213,-17,656,471,"A"
"36",1323084234,832288,"5/12/2011 11:23","no",14,1.16,7.27,-94.1,3,0,0,-0.02,-19,3,22,-6,605,-308,-131,18.4,-162,34,0.02,-0.02,-0.02,-290,111,-123,-364,338,510,13.43498726,-70.78431067,-84.4840986,37,0,-0.03,0,-233,48,-268,-561,296,-69,24.5,-63.7,-149,36,0.02,0.05,0,195,204,-215,-15,652,472,"A"
"37",1323084234,936313,"5/12/2011 11:23","no",14,1.18,7.26,-94.1,3,0.02,0,-0.03,-18,4,23,-1,602,-314,-131,18.2,-162,34,0.02,-0.02,-0.02,-290,110,-123,-370,340,515,13.63302557,-70.99624864,-84.21990017,37,0.02,-0.02,-0.02,-235,49,-269,-561,294,-58,23.6,-63.9,-148,36,0,0.05,-0.05,193,206,-211,-7,656,468,"A"
"38",1323084234,952372,"5/12/2011 11:23","no",14,1.19,7.25,-94.1,3,0.02,0,-0.02,-19,2,25,-2,604,-310,-131,18.2,-162,34,0.02,-0.02,0,-290,110,-122,-372,335,510,13.00511957,-70.91432223,-84.46784499,37,0,-0.02,0,-236,47,-271,-553,292,-70,23.5,-63.9,-148,36,0.02,0.02,-0.03,195,204,-212,-6,653,469,"A"
"39",1323084234,984276,"5/12/2011 11:23","yes",14,1.18,7.26,-94.1,3,0.02,0,-0.03,-20,3,22,-8,602,-309,-131,18.1,-162,34,0.02,-0.03,-0.02,-289,110,-122,-369,341,510,12.9,-70.5,-85,37,0,-0.02,-0.03,-232,46,-269,-563,295,-51,23.4,-63.8,-147,36,0.06,0,0.03,192,205,-213,-5,653,475,"A"
"40",1323084235,52302,"5/12/2011 11:23","no",15,1.18,7.28,-94.1,3,0.02,0,-0.02,-19,3,22,6,598,-315,-131,18.1,-162,34,0.02,-0.02,0,-290,111,-124,-367,351,510,13.35451266,-70.63995378,-84.64918975,37,0,-0.02,-0.02,-234,48,-270,-555,291,-67,23.4,-63.7,-147,36,0.06,-0.02,0.03,193,207,-213,-10,653,465,"A"
"41",1323084235,72363,"5/12/2011 11:23","no",15,1.13,7.3,-94.1,3,0.02,0,-0.02,-19,2,22,-5,604,-312,-131,17.9,-162,34,0.02,-0.02,0,-288,110,-121,-376,330,517,12.85797711,-71.0587115,-84.36200309,37,0,-0.02,-0.02,-234,46,-268,-562,296,-71,23.4,-63.6,-147,36,0.03,-0.02,-0.03,192,207,-214,-5,656,462,"A"
"42",1323084235,144304,"5/12/2011 11:23","no",15,1.1,7.32,-94.1,3,0.02,0,-0.02,-18,3,20,-6,597,-313,-131,17.8,-162,34,0,-0.02,-0.02,-289,110,-123,-372,340,516,12.83108713,-70.87987135,-84.54692154,37,0,-0.02,0,-234,46,-269,-554,295,-53,23.5,-63.4,-147,36,0.05,-0.06,0.02,192,201,-213,-9,657,473,"A"
"43",1323084235,360304,"5/12/2011 11:23","no",15,1.04,7.45,-94.1,3,0.02,0,-0.03,-20,4,22,0,605,-295,-131,17.7,-162,34,0,-0.02,-0.02,-289,110,-122,-370,339,511,12.80426595,-70.70175536,-84.73107178,37,0,-0.02,0,-234,46,-270,-551,295,-55,23.7,-63.3,-147,36,-0.02,-0.03,-0.05,195,203,-213,-11,653,463,"A"
"44",1323084235,476293,"5/12/2011 11:23","no",15,1.04,7.46,-94,3,0,0,-0.03,-20,4,22,-3,601,-311,-131,17.7,-162,34,-0.02,-0.03,-0.02,-289,109,-124,-370,336,525,12.78106438,-70.91243032,-84.52727342,37,0,-0.02,-0.02,-235,46,-270,-560,292,-63,23.6,-63.3,-147,36,0.02,-0.02,-0.02,194,201,-212,-12,653,472,"A"
"45",1323084235,540308,"5/12/2011 11:23","no",15,1.04,7.47,-94.1,3,0.02,0,-0.03,-20,4,21,-4,601,-316,-131,17.6,-162,34,0,-0.02,0,-289,109,-123,-368,344,523,12.0244618,-70.75700408,-84.86920748,37,0,-0.02,0,-233,43,-269,-562,283,-71,23.6,-63.2,-147,36,0,-0.02,-0.02,191,204,-214,-15,662,462,"A"
"46",1323084235,600300,"5/12/2011 11:23","no",15,1.03,7.49,-94,3,0.02,0,-0.03,-20,3,24,-5,608,-298,-131,17.6,-162,34,0,-0.02,-0.02,-290,109,-123,-369,330,514,12.77751367,-70.52436046,-84.91445734,37,0,-0.02,-0.02,-234,46,-271,-563,289,-62,23.6,-63.3,-147,36,0,-0.02,-0.02,191,205,-213,-14,660,477,"A"
"47",1323084235,672360,"5/12/2011 11:23","no",15,1,7.5,-94.1,3,0.02,0,-0.03,-20,3,22,-3,599,-316,-131,17.5,-162,34,0.02,-0.02,0,-290,111,-125,-372,330,515,12.5743532,-70.30805328,-85.18112668,37,0,-0.02,0,-232,45,-270,-555,290,-70,23.6,-63.3,-147,36,0.02,-0.02,0,191,206,-213,-16,653,471,"A"
"48",1323084235,692314,"5/12/2011 11:23","no",15,1.02,7.51,-94.1,3,0.02,0,-0.02,-20,4,23,-4,605,-295,-131,17.4,-162,34,0.02,-0.02,0,-289,109,-123,-365,339,514,12.80773972,-71.09066201,-84.34303267,37,0.02,-0.02,0,-235,46,-269,-557,291,-64,23.6,-63.3,-147,36,0,-0.03,-0.03,190,206,-213,-10,662,461,"A"
"49",1323084235,692355,"5/12/2011 11:23","no",15,1.01,7.52,-94.1,3,0.02,0,-0.03,-20,5,21,-7,598,-312,-131,17.4,-162,34,0.02,-0.02,0,-289,111,-123,-368,333,512,12.47653742,-70.3771972,-85.13677002,37,0.02,-0.02,0,-234,45,-272,-558,293,-60,23.6,-63.3,-147,36,0,-0.02,-0.03,192,206,-213,-9,657,472,"A"
"50",1323084235,740299,"5/12/2011 11:23","no",15,1.02,7.53,-94.1,3,0,0,-0.03,-21,3,23,1,606,-308,-131,17.2,-162,34,0.02,-0.02,0,-290,111,-122,-367,334,513,12.82370572,-70.1009715,-85.32397096,37,0.02,-0.02,0,-232,46,-271,-559,292,-56,23.6,-63.3,-147,36,0.02,-0.03,0,192,202,-214,-10,662,469,"A"
"51",1323084236,12272,"5/12/2011 11:23","no",16,1.05,7.42,-94.1,3,0.02,0,-0.03,-20,3,25,-5,598,-298,-132,17.1,-163,34,0,0,-0.03,-290,110,-124,-367,338,525,12.25323852,-70.76108375,-84.8097078,37,0,-0.02,0,-234,44,-270,-557,293,-69,23.2,-63.4,-147,36,0,0.02,-0.02,191,208,-215,-13,656,479,"A"
"52",1323084236,88339,"5/12/2011 11:23","no",16,1.03,7.4,-94.1,3,0.02,0,-0.02,-20,3,25,-8,606,-296,-132,17,-163,34,-0.02,-0.02,-0.03,-288,109,-120,-365,329,507,12.47653742,-70.3771972,-85.13677002,37,0,0,-0.02,-234,45,-272,-559,291,-64,22.8,-63.5,-146,36,0,0.02,-0.03,193,205,-213,-4,651,466,"A"
"53",1323084236,140334,"5/12/2011 11:23","no",16,1.03,7.4,-94.1,3,0.02,0,-0.02,-21,4,23,-6,599,-311,-132,17,-163,34,-0.02,-0.02,-0.02,-286,109,-121,-370,342,513,12.54787837,-70.13067278,-85.36429634,37,0,0,-0.02,-232,45,-271,-556,293,-70,22.8,-63.5,-146,36,0,0,-0.03,193,206,-214,-10,660,472,"A"
"54",1323084236,252283,"5/12/2011 11:23","no",16,1.07,7.43,-94,3,0.02,0,-0.03,-19,4,24,-1,606,-310,-132,16.9,-163,34,0.02,0,-0.03,-286,110,-124,-368,337,511,12.82749458,-70.49031927,-84.93557392,37,0,-0.02,0,-233,46,-270,-555,293,-72,22.5,-63.5,-146,36,0.02,0,-0.02,192,202,-215,-12,654,457,"A"
"55",1323084236,552322,"5/12/2011 11:23","no",16,1.27,7.33,-94.1,3,0,0,0,-19,8,22,-2,604,-312,-133,16.4,-163,34,0.02,0,-0.02,-288,110,-122,-369,337,507,13.04835112,-70.10639112,-85.26057697,37,-0.02,0,0,-233,47,-272,-561,296,-67,22.3,-63.4,-146,36,0,0,-0.03,190,204,-216,-4,648,464,"A"
"56",1323084236,592361,"5/12/2011 11:23","no",16,1.29,7.23,-94.1,3,-0.02,0,-0.05,-19,2,22,-2,598,-306,-133,16.4,-163,34,0,-0.02,-0.02,-288,111,-122,-361,335,523,13.07948887,-70.67116245,-84.69053461,37,0,-0.02,0.02,-234,47,-270,-557,297,-52,22.1,-63.5,-146,36,-0.02,-0.03,-0.05,195,202,-215,-9,655,469,"A"
"57",1323084236,604310,"5/12/2011 11:23","no",16,1.24,7.2,-94.1,3,-0.02,0,-0.05,-19,2,23,-6,612,-295,-133,16.3,-163,34,0.02,-0.02,-0.02,-288,110,-122,-362,346,518,13.07574259,-70.28271016,-85.07803122,37,-0.02,-0.02,0.03,-233,47,-271,-562,296,-72,22.1,-63.5,-146,36,-0.03,-0.02,-0.05,191,200,-213,-12,659,471,"A"
"58",1323084236,700318,"5/12/2011 11:23","no",16,1.12,7.15,-94,3,0,0,-0.05,-19,1,23,-8,603,-297,-133,16.2,-163,34,0.02,-0.02,0,-288,111,-123,-362,335,519,12.29776333,-70.33736693,-85.22064473,37,-0.02,0,0.03,-232,44,-270,-558,292,-70,21.9,-63.6,-146,36,0,-0.02,-0.02,192,203,-213,-11,659,465,"A"
"59",1323084236,792286,"5/12/2011 11:23","no",16,1.09,7.18,-94,3,0,0,-0.02,-20,3,21,2,606,-311,-133,16.1,-163,34,0,-0.02,-0.02,-288,112,-123,-367,335,511,11.71925996,-70.21607571,-85.48029537,37,-0.02,0,0.03,-232,42,-271,-555,288,-70,21.7,-63.7,-146,36,0,0.02,-0.05,192,204,-213,-10,654,470,"A"
"60",1323084236,868314,"5/12/2011 11:23","no",16,1.11,7.16,-94,3,0,0.02,-0.02,-19,4,20,-3,605,-296,-133,16,-163,34,0.02,-0.02,-0.02,-288,112,-123,-368,333,514,13.37476825,-70.03973325,-85.24085475,37,-0.02,0,0,-232,48,-271,-554,294,-67,21.5,-63.7,-146,36,0.02,0,-0.02,191,204,-214,-17,651,470,"A"
"61",1323084236,924328,"5/12/2011 11:23","no",16,1.15,7.19,-94,3,0.02,0,-0.02,-19,4,23,-5,602,-306,-133,15.9,-163,34,0.02,-0.02,0,-287,110,-123,-366,331,521,13.35451266,-70.63995378,-84.64918975,37,-0.02,-0.02,0,-234,48,-270,-555,295,-73,21.4,-63.7,-145,36,0.02,0,-0.02,192,205,-214,-9,658,476,"A"
"62",1323084236,936284,"5/12/2011 11:23","no",16,1.16,7.21,-94,3,0.03,0,-0.02,-19,3,25,0,605,-306,-133,15.9,-163,34,0.03,-0.02,0,-288,111,-123,-374,337,513,12.85074981,-70.27811982,-85.14078134,37,-0.02,-0.02,-0.02,-232,46,-270,-562,294,-70,21.4,-63.7,-145,36,0.02,0,-0.02,192,205,-214,-11,647,471,"A"
"63",1323084236,960299,"5/12/2011 11:23","no",16,1.16,7.23,-94,3,0.03,0,-0.02,-17,3,24,-7,604,-307,-133,15.8,-164,34,0.02,-0.03,0.02,-289,111,-124,-367,330,516,13.0717973,-69.89446597,-85.46526697,37,-0.02,-0.02,0,-232,47,-272,-559,303,-58,21.4,-63.7,-145,36,0,-0.02,-0.03,193,204,-215,-11,655,463,"A"
"64",1323084237,196272,"5/12/2011 11:23","no",17,1.4,7.64,-93.9,3,0.06,0,-0.02,-20,3,26,-5,603,-318,-133,15.5,-164,34,0.02,-0.02,-0.02,-288,109,-122,-367,333,515,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21,-63.7,-145,36,0.02,0.02,0,192,204,-216,-6,654,476,"A"
"65",1323084237,728319,"5/12/2011 11:23","no",17,1.42,7.26,-93.8,3,0,0,-0.03,-19,5,20,-3,600,-313,-134,15.1,-164,34,0.02,-0.03,-0.02,-288,109,-123,-360,336,521,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,20.3,-63.6,-144,36,0.03,0,0,193,203,-213,-8,652,462,"A"
